Institution Name,Institution Type,Website,Location
Cashfree Payments India Pvt Ltd - HSR Layout,Corporates,N/A,"1790, 19th Main Rd, Vanganahalli, 1st Sector, HSR Layout, Bengaluru, Karnataka 560102, India"
WhatsLoan,Corporates,N/A,"No 305, Classique Mansion, HAL 2nd Stage, Kodihalli, Bengaluru, Karnataka 560008, India"
"Cashfree Payments - Payment Gateway, eNACH & API Banking for India",Corporates,N/A,"1st Floor, Cashfree Payments India Pvt Ltd, Vaishnavi Summit, 6/B, 80 Feet Rd, Koramangala 1A Block, Koramangala 3 Block, Koramangala, Bengaluru, Karnataka 560034, India"
Surya Financial Technologies Private Limited,Corporates,N/A,"43/B, 1st Main Rd, Sarakki Industrial Layout, 3rd Phase, J. P. Nagar, Bengaluru, Karnataka 560078, India"
Decentro Tech Pvt. Ltd.,Corporates,N/A,"461, Shri Krishna Temple Rd, Indira Nagar 1st Stage, Stage 1, Indiranagar, Bengaluru, Karnataka 560038, India"
Multipl Fintech Solutions Pvt LTD,Corporates,N/A,"320/D, 40th Cross Rd, 5th Block, Jayanagar, Bengaluru, Karnataka 560041, India"
Cybrilla,Corporates,N/A,"1st Floor, 1660 & 1661, 27th Main Rd, Parangi Palaya, Sector 2, HSR Layout, Bengaluru, Karnataka 560102, India"
Beyond Square Solutions Pvt.Ltd.,Corporates,N/A,"3rd floor, 632/18-2, 10th B Main Rd, near Cool joint, 4th T Block East, 4th Block, Jayanagar, Bengaluru, Karnataka 560011, India"
Minorks Technologies,Corporates,N/A,"2, 4, Dr Rajkumar Rd, Udayam Nagar, Rajajinagar, Bengaluru, Karnataka 560010, India"
Hexagram FinTech Private Limited,Corporates,N/A,"Third Floor, YBHE - The Club, No. 34A, 22nd Cross Rd, opp. HSR Club, Sector 3, HSR Layout, Bengaluru, Karnataka 560102, India"
Signzy,Corporates,N/A,"BHIVE Workspace, BMTC Complex, 3rd floor, Garuda, Old Madiwala, Kuvempu Nagar, Stage 2, BTM Layout, Bengaluru, Karnataka 560076, India"
Juspay Technologies Private Limited,Corporates,N/A,"Stallion Business Center, 444, 18th Main Rd, 6th Block, Koramangala, Bengaluru, Karnataka 560095, India"
Setu,Corporates,N/A,"2nd Floor, Embassy Icon, 2, Rd, Vasanth Nagar, Bengaluru, Karnataka 560001, India"
Finva Tech Pvt Ltd,Corporates,N/A,"Unit 401, 4th floor, Palms Square, 125, Brigade Rd, Ashok Nagar, Bengaluru, Karnataka 560025, India"
Owlx Fintech Solutions Pvt Ltd,Corporates,N/A,"1st floor, 4th cross St, 5th Block, Banashankari 3rd Stage, Banashankari, Bengaluru, Karnataka 560085, India"
JiT Finco,Corporates,N/A,"100 Feet Rd, HAL 2nd Stage, Stage 3, Indiranagar, Bengaluru, Karnataka 560008, India"
TraknPay,Corporates,N/A,"4th Avenue, #4C-410/9, 3rd Floor, 4th Cross, 2nd Block, HRBR Layout, Kalyan Nagar, Bengaluru, Karnataka 560043, India"
Account Mein Fintech Solutions Pvt. Ltd.,Corporates,N/A,"Bangalore: 2nd Floor, Samrah Plaza, St Mark's Rd, Shanthala Nagar, Ashok Nagar, Bengaluru, Karnataka 560001, India"
Qapita Fintech India Pvt Ltd,Corporates,N/A,"501, 5th Floor, C Wing, MITTAL TOWERS, Mahatma Gandhi Rd, Yellappa Garden, Yellappa Chetty Layout, Sivanchetti Gardens, Bengaluru, Karnataka 560042, India"
Vel Seyon Fintech and Investment Private Limited,Corporates,N/A,"40 11-2 Sree Lakshmi Towers 2nd Floor 22nd Cross, Magadi Main Rd, Govindaraja Nagar, Bengaluru, Karnataka 560040, India"
Advantage Fintech,Corporates,N/A,"359, 16th Main, 34th Cross Rd, 4th T Block East, Jayanagar, Bengaluru, Karnataka 560041, India"
Atyati Technologies Private Limited,Corporates,N/A,"Diamond District, 301-323, 3rd Floor, Tower C, 150, C-2, ISRO Colony, Domlur, Bengaluru, Karnataka 560008, India"
FundExpert,Corporates,N/A,"First floor, CRN Chambers, Kasturba Rd, above Dhanalakshmi Bank, Shanthala Nagar, Ashok Nagar, Bengaluru, Karnataka 560001, India"
GoKiwi Tech Pvt Ltd,Corporates,N/A,"UrbanVault 1608, 7th St, opp. BMTC Bus Depot, Agara Village, 1st Sector, HSR Layout, Bengaluru, Karnataka 560102, India"
M2P Fintech,Corporates,N/A,"3rd Block, IndiQube Sigma, 3/B, Nexus, 1A Block, SBI Colony, Koramangala, Bengaluru, Karnataka 560034, India"
Moneyview Limited,Corporates,N/A,"1st and 2nd Floor, The Address Building, 17/1, Outer Ring Rd, Kadubeesanahalli, Bengaluru, Karnataka 560103, India"
911 Fintech Solutions Pvt. Ltd.,Corporates,N/A,"1A, 1st Cross Rd, KHB Colony, 5th Block, Koramangala, Bengaluru, Karnataka 560095, India"
OneFin,Corporates,N/A,"Lamora Cube, Metro Station, 94, Rashtriya Vidyalaya Rd, near Lalbagh, Basavanagudi, Bengaluru, Karnataka 560004, India"
FinStack,Corporates,N/A,"1st floor GoSpaze, 33, 14th Cross, 9th Main Rd, Sector 6, HSR Layout, Bengaluru, Karnataka 560102, India"
Quicktouch Technologies Limited,Corporates,N/A,"777, 4th Floor, 80 Feet Rd, 4th Block, Koramangala, Bengaluru, Karnataka 560034, India"
Craft Silicon,Corporates,N/A,"1st floor, 687, Vajra, 15th Cross Road, Outer Ring Rd, 2nd Phase, J. P. Nagar, Bengaluru, Karnataka 560078, India"
Skydo,Corporates,N/A,"3rd floor, Incubex HSR 18, 581, 1st Main Rd, Sector 6, HSR Layout, Bengaluru, Karnataka 560102, India"
50Fin,Corporates,N/A,"4th Floor, Campus, MSR Garuda Building, inside MS Ramaiah Road, M S Ramaiah Nagar, Mathikere, Bengaluru, Karnataka 560054, India"
Modefin,Corporates,N/A,"228, 7th Main Rd, Rajivgandhi Nagar, Railway Men's Colony, Rajiv Gandhi Nagar, Nandini Layout, Bengaluru, Karnataka 560096, India"
Creditap Fintech Pvt Ltd,Corporates,N/A,"No.163/C, 1st Floor, KSRTC, 3rd Cross, KSRTC Layout, 3rd Phase, J. P. Nagar, Bengaluru, Karnataka 560078, India"
CARD91,Corporates,N/A,"1142, 6th Main Rd, 7th Sector, HSR Layout, Bengaluru, Karnataka 560102, India"
Gojek (Goproducts Engineering India LLP),Corporates,N/A,"2nd, 4th, 5th & 6th Floor, Tower B, Diamond District, HAL Old Airport Rd, Bengaluru, Karnataka 560008, India"
eSthenos Technologies Pvt. Ltd.,Corporates,N/A,"2nd floor, 2151, 2nd Cross Rd, HAL 2nd Stage, Indiranagar, Bengaluru, Karnataka 560038, India"
Techieventures Technologies Pvt. Ltd.,Corporates,N/A,"1st Phase, NO. 32, Ground Floor, 17th Main Road, 560029, 1st Cross Rd, BTM 1st Stage, Bengaluru, Karnataka 560068, India"
MishiPay India Private Limited,Corporates,N/A,"No 50 3rd Floor, 100 Feet Rd, 4th Block, Koramangala, Bengaluru, Karnataka 560034, India"
Kointrack Techsystems Pvt. Ltd.,Corporates,N/A,"480/B, Ground Floor, 18th Cross, 27th Main Rd, Sector 2, HSR Layout, Bengaluru, Karnataka 560102, India"
Tracxn Technologies Limited,Corporates,N/A,"2nd Floor, NRC Arcade, L248, 17th Cross Rd, next to Reliance Digital, Sector 6, HSR Layout, Bengaluru, Karnataka 560102, India"
Athene Technologies India LLP,Corporates,N/A,"2nd Floor, Lacasa Building, No. 16, Kasturba Rd, Shanthala Nagar, Ashok Nagar, Bengaluru, Karnataka 560001, India"
Tavant,Corporates,N/A,"32, C Block, GRAPE GARDEN, 17th H Main Rd, KHB Colony, 6th Block, Koramangala, Bengaluru, Karnataka 560095, India"
Fintellix India Pvt Ltd,Corporates,N/A,"3rd Floor, UB Plaza, 1 & 2, Vittal Mallya Rd, Shanthala Nagar, Ashok Nagar, Bengaluru, Karnataka 560001, India"
TekPay By Talking Crooks - Fintech Software Company|| Web Development Agency || Digital Marketing Agency,Corporates,N/A,"1398, 2nd floor 9th cross, 13th Main Rd, BTM 2nd Stage, Bengaluru, Karnataka 560076, India"
Enan Tech Private Limited,Corporates,N/A,"Rajesh Chambers, 14\2, Brunton Rd, Craig Park Layout, Ashok Nagar, Bengaluru, Karnataka 560025, India"
Findots Services Private Limited,Corporates,N/A,"3rd floor, No. 49, S End Rd, near TATA Silk Farm, Tata Silk Farm, Basavanagudi, Bengaluru, Karnataka 560004, India"
Fortunesoft IT Innovations,Corporates,N/A,"19, KMJ Ascend, 17th C Main, 1st Cross Rd, 5th Block, Koramangala, Bengaluru, Karnataka 560095, India"
Pazy,Corporates,N/A,"2nd floor, Prestige Pinnacle, 113, Bengaluru, Karnataka 560095, India"
Fingent Technology,Corporates,N/A,"3rd Floor Site No. 218, IndiQube Hexa, A & 191, Sector 6, HSR Layout, Bengaluru, Karnataka 560102, India"
Algoquant Fintech Limited,Corporates,N/A,"4/11, Asaf Ali Rd, Chatta lal Miya, Chandni Mahal, Chandni Chowk, New Delhi, Delhi, 110002, India"
Nasscom Startups,Corporates,N/A,"2nd Floor, WMC2+596 KEONICS - K-WINGS, K-tech Innovation Hub Powered by Nasscom, 27th Main Rd, behind HSR Police Station, Phase 3, 1st Sector, HSR Layout, Bengaluru, Karnataka 560102, India"
Top Tech Startups,Corporates,N/A,"NR Layout Rd, Bellandur, Bengaluru, Karnataka 560103, India"
Appriffy(Hire 1% Top Quality Software Developers),Corporates,N/A,"12Th Cross, 29th Main Rd, BTM 2nd Stage, Bengaluru, Karnataka 560076, India"
Think201,Corporates,N/A,"9, 2nd Floor, 28th Main Rd, Corporation Colony, Jayanagara 9th Block, Jayanagar, Bengaluru, Karnataka 560041, India"
"K-tech Innovation Hub, (CIF) IKP",Corporates,N/A,"Gate 1, Government Tool room & Training Center (GTTC Rajajinagar Industrial Area, Bengaluru, Karnataka 560010, India"
Juntrax,Corporates,N/A,"2nd Floor, Artisane, Ward No, RPS TECH Centre, 32, 57, 1st Main Rd, 3rd Phase, J. P. Nagar, Bengaluru, Karnataka 560078, India"
Zokcate,Corporates,N/A,"No. 58, G.M.Arcade, 4th Floor, 5th Block Koramangala, JNC Road, Bengaluru, Karnataka 560095, India"
EveryCrave WebTeck Pvt Ltd,Corporates,N/A,"291, 10th Main Rd, Jaya Nagar 1st Block, Jayanagar 3rd Block East, Jayanagar, Bengaluru, Karnataka 560011, India"
The Startup INC,Corporates,N/A,"#31 15, 1st Cross Rd, Tavarekere, Bhavani Nagar, S.G. Palya, Bengaluru, Karnataka 560029, India"
Tech minds,Corporates,N/A,"1st Floor, 334/28, 14th Cross Rd, 2nd Block, Jayanagar, Bengaluru, Karnataka 560011, India"
Taskmo - Gig Discovery Platform | Redefining Future of Work | Gig Marketplace,Corporates,N/A,"#33, Mohan chambers, 1st Main Rd, 3rd Phase, J. P. Nagar, Bengaluru, Karnataka 560078, India"
Jaaga,Corporates,N/A,"Penthouse 01, 6th Floor, Rich Homes, 5/1, Richmond Rd, Shanthala Nagar, Ashok Nagar, Bengaluru, Karnataka 560025, India"
Corsel Technologies - Mobile App Development Company in Bangalore,Corporates,N/A,"ESI Building, 23, 9th C Main Rd, KEB Colony, 1st Stage, BTM Layout, Bengaluru, Karnataka 560029, India"
Midax Tech Solutions Pvt Ltd,Corporates,N/A,"21, C BLK, 10th cross, Sampige Rd, Malleshwaram, Bengaluru, Karnataka 560003, India"
Reckonsys Tech Labs Pvt Ltd,Corporates,N/A,"First Floor, Incubex HSR28, No. L-169, 13th Cross Rd, Sector 6, HSR Layout, Bengaluru, Karnataka 560102, India"
IoTree Minds LLP,Corporates,N/A,"Cunningham Rd, Vasanth Nagar, Bengaluru, Karnataka 560001, India"
Vidphone,Corporates,N/A,"291, 10th Main Rd, Jaya Nagar 1st Block, Jayanagar 3rd Block, Jayanagar, Bengaluru, Karnataka 560011, India"
Subhanu Technologies and Solutions Private Limited,Corporates,N/A,"Ground Floor, MSR Complex, 50/7 39th Cross, 16th Main, T Block, 4th Block, Bengaluru, Karnataka 560041, India"
Openstream Technologies,Corporates,N/A,"No.25, S.V.Arcade, South End Main Road , 9th Block, Jayanagar, Bengaluru, Karnataka 560041, India"
IBeON INFOTECH PVT LTD - BEST IT SUPPORT COMPANY IN BANGALORE,Corporates,N/A,"8/1, 1st floor, 1st A cross, 24th main, JP Nagar 2nd phase, Bengaluru, Karnataka 560041, India"
Object IT Solutions INDIA Pvt. Ltd,Corporates,N/A,"1st Floor, 75/757, 10th Main Rd, 4th Block, Jayanagar, Bengaluru, Karnataka 560011, India"
INNBITS,Corporates,N/A,"#13/1-1, 2nd Floor, 100ft Outer Ring Road, BTM 1st Stage, Opp. Reliance Fresh, Bengaluru, Karnataka 560076, India"
Ak Technologies Pvt Ltd,Corporates,N/A,"16th A Main Rd, 4th T Block East, Pattabhirama Nagar, Jayanagar, Bengaluru, Karnataka 560041, India"
Knowx Innovations Private Limited,Corporates,N/A,"56, 17th Cross Road opp Water tank 8th main, layout, MC Layout, Vijayanagar, Bengaluru, Karnataka 560040, India"
StartupCoE.com,Corporates,N/A,"#2, DM Garden, 1st cross, Tavarekere Main Rd, Tavarekere, BTM 1st Stage, Bengaluru, Karnataka 560029, India"
Zysk Technologies Private Limited,Corporates,N/A,"4th Floor, 1865, 5th Cross Rd, Vijayanagar 2nd stage, Hampi Nagar 2nd Stage, RPC Layout, Vijayanagar, Bengaluru, Karnataka 560040, India"
Appiness,Corporates,N/A,"406, 24th Cross Rd, Siddanna Layout, Banashankari Stage II, Banashankari, Bengaluru, Karnataka 560070, India"
"Terasync Tech - Bangalore, India",Corporates,N/A,"Building 39 (2nd floor) 4th main, 8th Cross Rd, HBR Layout 2nd Block, 1st Stage, HBR Layout, Bengaluru, Karnataka 560043, India"
Prestige Blue Chip Software Park,Corporates,N/A,"WJP4+Q5R, Hosur Main Road, Dairy Colony, Adugodi, Bengaluru, Karnataka 560029, India"
ZiniosEdge Software Technologies Pvt Ltd.,Corporates,N/A,"Residency Rd, Shanthala Nagar, Ashok Nagar, Bengaluru, Karnataka 560025, India"
Pacecom Technologies Pvt Ltd,Corporates,N/A,"609, 80 Feet Rd, next to Dmart, above Women's Trends, 7 Block, CG Chinnappa Naidu Layout, Banashankari 3rd Stage, Banashankari, Bengaluru, Karnataka 560085, India"
Techspiration India Pvt Ltd,Corporates,N/A,"867/79, 4th Cross Rd, Govindaraja Nagar Ward, MC Layout, Vijayanagar, Bengaluru, Karnataka 560040, India"
FuGenX Technologies,Corporates,N/A,"#26, 6/A, 23rd Main Rd, R.K Colony, Marenahalli, 2nd Phase, J. P. Nagar, Bengaluru, Karnataka 560041, India"
DevSys Embedded Technologies Pvt.Ltd.,Corporates,N/A,"2nd floor, Ubiquity, #117, Infantry Rd, Tasker Town, Shivaji Nagar, Bengaluru, Karnataka 560001, India"
SketchMonk,Corporates,N/A,"4th Floor, Salarpuria Tower -1, Forum Mall, 22, Landmark:, Industrial Layout, Adugodi, Bengaluru, Karnataka 560068, India"
Zidio Development,Corporates,N/A,"Cinnabar Hills, Embassy Golf Links Business Park, Challaghatta, Bengaluru, Karnataka 560071, India"
Shopalyst,Corporates,N/A,"288, 36th Cross Rd, 7th Block, Jayanagar, Bengaluru, Karnataka 560070, India"
Globussoft Technologies,Corporates,N/A,"1st floor, Uday Mansion, Koramangala Industrial Layout, Koramangala, Bengaluru, Karnataka 560095, India"
Infilect Technologies Private Limited,Corporates,N/A,"2nd floor, Level 5, Indiqube Ascent, 420, Mahakavi Vemana Rd, KHB Block Koramangala, 4-B, 5th Block, Koramangala, Bengaluru, Karnataka 560034, India"
Cotocus,Corporates,N/A,"Muniswamy Garden, BTM Layout, Bengaluru, Karnataka 560025, India"
Imversion Technologies,Corporates,N/A,"#2, Above Costa Coffee, 1st Cross Rd, Ashoka Pillar, Jayanagar 2nd block, Bengaluru, Karnataka 560011, India"
Nuvteq Solutions Pvt. Ltd.,Corporates,N/A,"Ground floor, Novel Business Park, 13th Cross Rd, Anepalya, Neelasandra, Bengaluru, Karnataka 560030, India"
APPiLY Technologies,Corporates,N/A,"Kokarya Business Center, No 51, Old site No.1, 5th Floor, 5th Main road, 36th Cross Rd, above Alchemy Coffee Roasters, 5th Block, Jayanagar, Bengaluru, Karnataka 560041, India"
Uttara,Corporates,N/A,"#417, NKS Prime, 20th main, Chord Rd, 1st Block, Rajajinagar, Bengaluru, Karnataka 560010, India"
Mojro Technologies Pvt Ltd - Smart Anticipatory Logistics Platform,Corporates,N/A,"179, 3rd Floor, Floraison Workspace, 24th B Cross Rd, Jayanagar 3rd Block, Jayanagar, Bengaluru, Karnataka 560011, India"
DeepBrainz AI & Labs,Corporates,N/A,"#68, 2nd Cross, Sanjaygandhinagar, North, Basaveshwar Nagar, Bengaluru, Karnataka 560079, India"
Toqsoft,Corporates,N/A,"195, 2nd floor, 10th Cross Rd, Lakkasandra Extension, Wilson Garden, Bengaluru, Karnataka 560027, India"
Xircular,Corporates,N/A,"18 Chuncha, 9th Main Rd, 2nd Block, Jayanagar 3rd Block, Jayanagar, Bengaluru, Karnataka 560011, India"
Innoflexion,Corporates,N/A,"6, 1st Floor, 11th Main Road, 27th Cross Rd, Geetha Colony, 4th Block, Jayanagar, Bengaluru, Karnataka 560011, India"
BlueRose Technologies Pvt. Ltd.,Corporates,N/A,"M.S. Square, BlueRose Technologies, 34, Langford Rd, Bheemanna Garden, Langford Town, Shanti Nagar, Bengaluru, Karnataka 560027, India"
TechHub Bangalore,Corporates,N/A,"3rd Floor, Salarpuria Business Center, 4th B Cross Rd, Industrial Layout, 5th Block, Koramangala, Bengaluru, Karnataka 560095, India"
Nixet,Corporates,N/A,"1st Floor, Gopal Krishna Complex, 45/3, Residency Rd, Shanthala Nagar, Ashok Nagar, Bengaluru, Karnataka 560025, India"
Tech Active Solutions (India) Private Limited,Corporates,N/A,"2nd Floor, Shiva Arcade, 23, 29th Main Rd, above Bank of Baroda, Old Madiwala, Jay Bheema Nagar, 1st Stage, BTM 1st Stage, Bengaluru, Karnataka 560068, India"
Icicle Technologies,Corporates,N/A,"Hub Town Prime, Level 3, Achutharaya Mudaliar Rd, Halasuru, Karnataka 560042, India"
Sage Software Solutions Pvt Ltd | ERP & CRM Provider in Bengaluru,Corporates,N/A,"Bhive Coworking Space, 19, 4th C Cross Rd, KHB Colony, Industrial Area, 5th Block, Koramangala, Bengaluru, Karnataka 560095, India"
Zyple Software Solutions Pvt Ltd - SAP Business One Partners,Corporates,N/A,"Royal Classic Layout - II, No. 8 & 15, Lakshmipura Road, behind AMC Engineering College, Kalkere, Bengaluru, Karnataka 560083, India"
Treewalker Technologies India Pvt Ltd,Corporates,N/A,"1st Floor, 1st, 106/4A, Haralur Main Rd, HSR Layout, Bengaluru, Karnataka 560102, India"
Kapture CX,Corporates,N/A,"B-9, 11th Floor, Brigade Summit, ITPL Main Rd, Brigade Metropolis, Garudachar Palya, Mahadevapura, Bengaluru, Karnataka 560048, India"
Ciphercode Tech. Solutions Pvt. Ltd.,Corporates,N/A,"IndiQube Delta, 06, 14th Main Rd, opp. Agara, Lake, HSR Layout 5th Sector, Bengaluru, Karnataka 560102, India"
SaaSTech,Corporates,N/A,"55, S V Complex, Police Station, Krishna Rajendra Rd, opp. Basavanagudi, Basavanagudi, Bengaluru, Karnataka 560004, India"
Azira LLC,Corporates,N/A,"No. 1, Kathalipalya, 6th Block, Koramangala, Bengaluru, Karnataka 560095, India"
InnoWave India,Corporates,N/A,"4th Floor, KALPAVRUKSHAM, 1780/A, 15th Main Rd, 5th Block, HBR Layout 4th Block, Nagavara, Bengaluru, Karnataka 560043, India"
AIE Software India Pvt Ltd,Corporates,N/A,"16/2, Field Marshal Cariappa Rd, Srinivas Nagar, Shanthala Nagar, Ashok Nagar, Bengaluru, Karnataka 560025, India"
Inncrewin Technologies Pvt. Ltd.,Corporates,N/A,"Building, 154, 5th Sector, next to Devi eye Hospital, Jakkasandra, 1st Sector, HSR Layout, Bengaluru, Karnataka 560102, India"
Techpearl Software Pvt. Ltd.,Corporates,N/A,"1st Floor, 501, 5th Cross Rd, HMT Layout, Ganganagar, Bengaluru, Karnataka 560032, India"
Appscrip,Corporates,N/A,"54,R B.I Colony,First main, 10th Cross St, Anandnagar, Ganganagar, Bengaluru, Karnataka 560032, India"
Tandemloop Technologies Private Limited,Corporates,N/A,"193, 2nd Main, 3rd Cross Rd, Teachers Colony, Naagarabhaavi, Bengaluru, Karnataka 560072, India"
Eka Software Solutions Pvt Ltd,Corporates,N/A,"6b, RMZ Ecoworld Rd, Adarsh Palm Retreat, Bellandur, Bengaluru, Karnataka 560103, India"
Bitla Software Pvt Ltd,Corporates,N/A,"Mp Krishna Mansion, Guava Garden, Bitla Software Pvt. Ltd. 18, 5th Block, Koramangala, Bengaluru, Karnataka 560095, India"
CognitiveClouds Software Pvt. Ltd.,Corporates,N/A,"3rd Main Road, KSRTC Layout, Chikkalasandra, Bengaluru, Karnataka 560061, India"
Capillary Technologies India Limited,Corporates,N/A,"101/360, 15th Cross Rd, Sector 4, HSR Layout, Bengaluru, Karnataka 560102, India"
nuVizz Last Mile TMS || Delivery Orchestration Platform,Corporates,N/A,"13, 2nd Main Rd, NS Palya, Stage 2, BTM Layout, Bengaluru, Karnataka 560076, India"
Virima Technologies India Pvt Ltd,Corporates,N/A,"4, 17th Cross Rd, Siddanna Layout, Banashankari Stage II, Banashankari, Bengaluru, Karnataka 560070, India"
Invincible IT Services Pvt Ltd,Corporates,N/A,"31, 5th Cross Rd, 3rd Stage 4th Block, Maruthi Nagar, Kamakshipalya, Bengaluru, Karnataka 560079, India"
eReleGo Technologies Pvt Ltd,Corporates,N/A,"646/52, 12th Main Rd, 2nd Block, Rajajinagar, Bengaluru, Karnataka 560010, India"
Informatica Business Solutions Private Limited,Corporates,N/A,"66/1, Bagmane Commerz 02, No, Bagmane Tech Park, Krishnappa Garden, C V Raman Nagar, Bengaluru, Karnataka 560075, India"
Tuvis Techsystems Private Limited,Corporates,N/A,"91Springboard Business Hub, Gopal Krishna Complex, 45/3, Residency Rd, Shanthala Nagar, Ashok Nagar, Bengaluru, Karnataka 560025, India"
Eservecloud Solutions Private Limited,Corporates,N/A,"1711, 19th Main Rd, Garden Layout, Sector 2, HSR Layout, Bengaluru, Karnataka 560102, India"
